deal_id,deal_scope,deal_size,target_country,current_size_under_contract,current_size_in_operation,current_negotiation_status,current_implementation_status,top_parent_companies,intended_size,size_under_contract,intention_of_investment,nature_of_the_deal,negotiation_status,implementation_status,contract_farming,investor_id,operating_company_name,operating_company_country_of_registration/origin,operating_company_classification,duration_of_the_agreement,investor_name,investor_country_of_registration,investor_classification,spatial_accuracy_level,location,geometry
3398,transnational,50000,Ghana,50000,0,Concluded (Contract signed),Project abandoned,Natural African Diesel (NAD)#2109#,50000,2008#current#50000.0,#current##Biofuels,Lease,2008#current#Concluded (Contract signed),2008##Startup phase (no production)|2020#current#Project abandoned,NA,37362,"Natural African Diesel, Ghana Limited",Ghana,Private company,50,"Natural African Diesel, Ghana Limited",Ghana,Private company,Coordinates,"Chirepo, Ghana","c(-0.54988, 8.06013)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Awura, Ghana","c(-1.32337, 7.2295)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Chirimfa, Ghana","c(-1.23306, 7.06667)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.12237, 6.86926)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.06535, 6.87265)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.10314, 6.90509)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.02703, 6.93077)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.22351, 6.99187)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.11021, 6.94141)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.13864, 6.9196)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Awura, Ghana","c(-1.32337, 7.2295)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Chirimfa, Ghana","c(-1.23306, 7.06667)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.12237, 6.86926)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.06535, 6.87265)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.10314, 6.90509)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.02703, 6.93077)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Agogo, Ghana","c(-1.22351, 6.99187)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.11021, 6.94141)"
3404,transnational,18901,Ghana,18901,1254.8,Concluded (Contract signed),In operation (production),Miro Forestry Developments Limited#2135#,10000,2009##5002.28|2012##6538.28|2017##10966.0|2018#current#18901.0|2009##20835.0,"#current##Timber plantation, For carbon sequestration/REDD",Lease,2009#current#Concluded (Contract signed),2010##Startup phase (no production)|2011#current#In operation (production),Yes,36651,Miro Forestry (Ghana) Limited,Ghana,Private company,NA,Miro Forestry (Ghana) Limited,Ghana,Private company,Coordinates,"Kumawu, Ghana","c(-1.13864, 6.9196)"
3746,transnational,34712,Côte d'Ivoire,34712,23921,Concluded (Contract signed),In operation (production),Bolloré Group#168#|Government of Cote D'ivoire#1816#|Geselfina S.A.#41759#|Afico S.A.#41760#|Twosun Fin. SA#41761#|Hubert Fabri#41762#|Compagnie du Cambodge#41763#|Technifin#41764#|Plantations des Terres Rouges#41765#|Compagnie des Glénans#41766#,34424,1969##34424.0|1995#current#34712.0,"#current##Non-food agricultural commodities, Agriculture unspecified",Lease,1995#current#Concluded (Contract signed),1979#current#In operation (production),Yes,37450,SoGB,Côte d'Ivoire,Private company,99,SoGB,Côte d'Ivoire,Private company,Exact location,"sogb Côte d'Ivoire, Côte d'Ivoire","c(-7.08993, 4.6833)"
3746,transnational,34712,Côte d'Ivoire,34712,23921,Concluded (Contract signed),In operation (production),Bolloré Group#168#|Government of Cote D'ivoire#1816#|Geselfina S.A.#41759#|Afico S.A.#41760#|Twosun Fin. SA#41761#|Hubert Fabri#41762#|Compagnie du Cambodge#41763#|Technifin#41764#|Plantations des Terres Rouges#41765#|Compagnie des Glénans#41766#,34424,1969##34424.0|1995#current#34712.0,"#current##Non-food agricultural commodities, Agriculture unspecified",Lease,1995#current#Concluded (Contract signed),1979#current#In operation (production),Yes,37450,SoGB,Côte d'Ivoire,Private company,99,SoGB,Côte d'Ivoire,Private company,Exact location,"sogb Côte d'Ivoire, Côte d'Ivoire","c(-7.13105, 4.67005)"
3765,transnational,3500,Ghana,3500,2079,Concluded (Contract signed),In operation (production),Compagnie fruitière#1453#,4700,2003#current#3500.0,#current##Food crops,Lease,2003#current#Concluded (Contract signed),2012##In operation (production)|2017#current#In operation (production),No,37471,Golden Exotics Limited (GEL),Ghana,Private company,25,Golden Exotics Limited (GEL),Ghana,Private company,Coordinates,"Akuse, Ghana","c(0.23726, 6.04975)"
3765,transnational,3500,Ghana,3500,2079,Concluded (Contract signed),In operation (production),Compagnie fruitière#1453#,4700,2003#current#3500.0,#current##Food crops,Lease,2003#current#Concluded (Contract signed),2012##In operation (production)|2017#current#In operation (production),No,37471,Golden Exotics Limited (GEL),Ghana,Private company,25,Golden Exotics Limited (GEL),Ghana,Private company,Coordinates,"Nsawam, Ghana","c(-0.45568, 5.70344)"
3773,transnational,4652.65,Ghana,4652.65,4123.2,Concluded (Contract signed),In operation (production),Norpalm AS#2581#,5018,2000#current#4652.65,"#current##Agriculture unspecified, Renewable Energy",Lease,2000#current#Concluded (Contract signed),2002#current#In operation (production),Yes,37481,Norpalm Ghana Ltd.,Ghana,Private company,50,Norpalm Ghana Ltd.,Ghana,Private company,Coordinates,"Prestea, Ghana","c(-1.89026, 4.94143)"
3773,transnational,4652.65,Ghana,4652.65,4123.2,Concluded (Contract signed),In operation (production),Norpalm AS#2581#,5018,2000#current#4652.65,"#current##Agriculture unspecified, Renewable Energy",Lease,2000#current#Concluded (Contract signed),2002#current#In operation (production),Yes,37481,Norpalm Ghana Ltd.,Ghana,Private company,50,Norpalm Ghana Ltd.,Ghana,Private company,Coordinates,"Prestea, Ghana","c(-1.91198, 4.85307)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,50,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Océan 174Kribi, Niété, Cameroon","c(10.06228, 2.94448)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,50,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Lokoundje River, Cameroon","c(10.12671, 3.33409)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,50,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Iieu-dit ""Elogbatindi"", Lokoundjé district in the North","c(10.08407, 3.41984)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,50,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Bipaga, Polongwé, Bebambwé and Londji H","c(10.08407, 3.08792)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,NA,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Océan 174Kribi, Niété, Cameroon","c(10.06228, 2.94448)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,NA,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Lokoundje River, Cameroon","c(10.12671, 3.33409)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,NA,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Iieu-dit ""Elogbatindi"", Lokoundjé district in the North","c(10.08407, 3.41984)"
3843,transnational,59365,Cameroon,59365,21652,Concluded (Contract signed),In operation (production),Government of Cameroon#1838#|Sinochem Group#2715#,59365,1996##41000.0|2012#current#59365.0,#current##Non-food agricultural commodities,Lease,1996##Concluded (Contract signed)|2012#current#Concluded (Contract signed),1996#current#In operation (production),Yes,37635,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,NA,Hevea Cameroun S.A. (Hevecam),Cameroon,Private company,Coordinates,"Bipaga, Polongwé, Bebambwé and Londji H","c(10.08407, 3.08792)"
3844,transnational,45198,Cameroon,45198,9768,Concluded (Contract signed),In operation (production),SPPH#2682#|Sinochem Group#2715#,65000,2013##58929.0|2021#current#45198.0,"#current##Non-food agricultural commodities, Agriculture unspecified",Outright purchase,2013#current#Concluded (Contract signed),2008#current#In operation (production),No,37636,Sud-Cameroun Hevea S.A.,Cameroon,Private company,50,Sud-Cameroun Hevea S.A.,Cameroon,Private company,Coordinates,"Meyomessala, Cameroon","c(12.39543, 3.17036)"
3844,transnational,45198,Cameroon,45198,9768,Concluded (Contract signed),In operation (production),SPPH#2682#|Sinochem Group#2715#,65000,2013##58929.0|2021#current#45198.0,"#current##Non-food agricultural commodities, Agriculture unspecified",Outright purchase,2013#current#Concluded (Contract signed),2008#current#In operation (production),No,37636,Sud-Cameroun Hevea S.A.,Cameroon,Private company,50,Sud-Cameroun Hevea S.A.,Cameroon,Private company,Coordinates,"Arrondissement de Meyomessala, Meyomessi and Djoum","c(12.46792, 2.96898)"
3888,transnational,30000,Tanzania,30000,0,Concluded (Contract signed),None,SyEnergy Agriproduction#2712#,30000,2012-03-30#current#30000.0,2012-03-30#current#30000.0#Food crops,Lease,2012##Intended (Under negotiation)|2012-03-30#current#Concluded (Contract signed),NA,NA,37692,Syngen Fuels and Agri Products,Tanzania,Private company,NA,Syngen Fuels and Agri Products,Tanzania,Private company,Coordinates,"Chita, Tanzania","c(36.08427, -8.59143)"
3888,transnational,30000,Tanzania,30000,0,Concluded (Contract signed),None,SyEnergy Agriproduction#2712#,30000,2012-03-30#current#30000.0,2012-03-30#current#30000.0#Food crops,Lease,2012##Intended (Under negotiation)|2012-03-30#current#Concluded (Contract signed),NA,NA,37692,Syngen Fuels and Agri Products,Tanzania,Private company,NA,Syngen Fuels and Agri Products,Tanzania,Private company,Coordinates,NA,"c(36.16019, -8.59361)"
4433,transnational,6159,Malawi,6159,6159,Concluded (Contract signed),In operation (production),Illovo Sugar Ltd#1225#|Unknown (public and other institutional investors)#3632#,6159,2006#current#6159.0,#current##Food crops,Lease,1997##Concluded (Contract signed)|2006##Change of ownership|2006#current#Concluded (Contract signed),2006#current#In operation (production),Yes,38496,Illovo Sugar (Malawi) Ltd.,Malawi,Private company,NA,Illovo Sugar (Malawi) Ltd.,Malawi,Private company,Exact location,"Dwangwa River, Malawi","c(34.17339, -12.51063)"
4433,transnational,6159,Malawi,6159,6159,Concluded (Contract signed),In operation (production),Illovo Sugar Ltd#1225#|Unknown (public and other institutional investors)#3632#,6159,2006#current#6159.0,#current##Food crops,Lease,1997##Concluded (Contract signed)|2006##Change of ownership|2006#current#Concluded (Contract signed),2006#current#In operation (production),Yes,38496,Illovo Sugar (Malawi) Ltd.,Malawi,Private company,NA,Illovo Sugar (Malawi) Ltd.,Malawi,Private company,Exact location,"Nchalo, Malawi","c(34.87104, -16.22611)"
4521,transnational,16937,Nigeria,16937,7706,Concluded (Contract signed),In operation (production),Wienco#4353#|Vanderbeeck family#41865#,NA,2013##14437.0|2016#current#16937.0,"2016#current#16937.0#Non-food agricultural commodities, Agriculture unspecified",Lease,2013#current#Concluded (Contract signed)|2016##Concluded (Contract signed),2017##Startup phase (no production)|2018#current#In operation (production),No,37170,Presco Plc,Nigeria,Private company,NA,Presco Plc,Nigeria,Private company,Coordinates,"Orhionmwon, Nigeria","c(5.99836, 5.81267)"
4521,transnational,16937,Nigeria,16937,7706,Concluded (Contract signed),In operation (production),Wienco#4353#|Vanderbeeck family#41865#,NA,2013##14437.0|2016#current#16937.0,"2016#current#16937.0#Non-food agricultural commodities, Agriculture unspecified",Lease,2013#current#Concluded (Contract signed)|2016##Concluded (Contract signed),2017##Startup phase (no production)|2018#current#In operation (production),No,37170,Presco Plc,Nigeria,Private company,NA,Presco Plc,Nigeria,Private company,Coordinates,"Orhionmwon, Nigeria","c(5.99836, 5.81267)"
5032,transnational,448019,Gabon,448019,0,Concluded (Contract signed),In operation (production),Corà Domenico & Figli#4080#,600000,2001##231193.0|2008#current#448019.0,#current##Forest logging / management,Concession,1970##Concluded (Contract signed)|2001##Change of ownership|2001#current#Concluded (Contract signed),1970#current#In operation (production),No,38964,Corà Wood Gabon (CWG),Gabon,Private company,NA,Corà Wood Gabon (CWG),Gabon,Private company,Coordinates,"Lastoursville, Gabon","c(12.78955, -0.13501)"
5032,transnational,448019,Gabon,448019,0,Concluded (Contract signed),In operation (production),Corà Domenico & Figli#4080#,600000,2001##231193.0|2008#current#448019.0,#current##Forest logging / management,Concession,1970##Concluded (Contract signed)|2001##Change of ownership|2001#current#Concluded (Contract signed),1970#current#In operation (production),No,38964,Corà Wood Gabon (CWG),Gabon,Private company,NA,Corà Wood Gabon (CWG),Gabon,Private company,Coordinates,"Lassio River, Gabon","c(13.13081, -0.50116)"
5032,transnational,448019,Gabon,448019,0,Concluded (Contract signed),In operation (production),Corà Domenico & Figli#4080#,600000,2001##231193.0|2008#current#448019.0,#current##Forest logging / management,Concession,1970##Concluded (Contract signed)|2001##Change of ownership|2001#current#Concluded (Contract signed),1970#current#In operation (production),No,38964,Corà Wood Gabon (CWG),Gabon,Private company,NA,Corà Wood Gabon (CWG),Gabon,Private company,Coordinates,"Ngounie, Gabon","c(10.53575, -0.92118)"
5032,transnational,448019,Gabon,448019,0,Concluded (Contract signed),In operation (production),Corà Domenico & Figli#4080#,600000,2001##231193.0|2008#current#448019.0,#current##Forest logging / management,Concession,1970##Concluded (Contract signed)|2001##Change of ownership|2001#current#Concluded (Contract signed),1970#current#In operation (production),No,38964,Corà Wood Gabon (CWG),Gabon,Private company,NA,Corà Wood Gabon (CWG),Gabon,Private company,Coordinates,"Ngounie, Gabon","c(12.01002, -1.88082)"
